TEA,SLN,AreaSqMi,thhE,thhM,oohhE,oohhM,rohhE,rohhM,ocb1E,ocb1M,ocb2E,ocb2M,ocb3E,ocb3M,ocb4E,ocb4M,ocb5E,ocb5M,rcb1E,rcb1M,rcb2E,rcb2M,rcb3E,rcb3M,rcb4E,rcb4M,rcb5E,rcb5M,bb1E,bb1M,bb2E,bb2M,bb3E,bb3M,bb4E,bb4M,bb5E,bb5M,commctrs,libct,SUM_SqMi,aduincar_c,STD_TotOff,aduincar_m,rv1,rv2,rv3,rv4,rv5,bv1,bv2,bv3,bv4,bv5,rvp,bvp,ltrvp,ltbvp,juvcrime_3,juvcrime,adupopE,popE,juvpopE,evf,avgevf
142,142,12.5663706144,9046.81971741,657.44161889,4248.30796073,657.159677112,4798.51175668,805.854990903,570.978540837,352.996836728,319.717420035,272.247730744,190.140405092,200.862848063,32.1011577167,104.747652681,9.14827096754,89.9775285702,1548.13928028,570.203505911,894.339366678,531.933479742,95.0017328421,145.964617515,9.57600534031,87.0499175106,0,87.5035375769,2840.53833017,1307.1188503,6393.12780762,1819.85575959,1330.14569007,522.574299182,24176.9267659,3063.20455221,6807.17999856,1980.74087872,4,1,0.724850179861,268,5.02587550034,13.0740288057,11532.1161164,23.992096349,21,26.4149136325,513.961963615,587.380868872,0,1.93765644864,0,29,0.057579607953,0.0708216293538,0.053143737892,0.0686783202868,684,228,18291.1639802,24223.7803843,2883.88224483,1697,848.5
301,301,12.5663706144,2460.69259087,169.666207965,1568.84053489,202.820827698,891.852055984,214.455302334,210.104583278,108.508852724,101.39634383,87.6796496738,83.475389735,58.4954250306,22.6571518369,28.2475565,10.0100630253,32.2652692832,208.1921221,113.11432161,201.40317699,124.286490246,6.62969458776,19.8309952638,4.81052334056,23.1219901453,0,22.5257485018,1482.85687626,362.400890831,3020.97805026,475.855918004,426.073949916,131.790887733,7453.57946608,622.164911876,2238.9998811,445.075474838,2,1,0.0613510279388,117,16.7733253842,23.5143227942,3202.97976841,3.39608567396,4,5.99912683345,60.5778904371,276.639904794,0,0.836453584449,1,9,0.0281503394377,0.0530051759324,0.0251280614619,0.0472035317487,56,19,6624.3106725,7450.41467491,1153.97512206,166,83
235,235,12.5663706144,15016.6032881,955.890173084,6280.83903715,1038.42521309,8735.76425098,1220.3315949,712.927499738,527.325537867,583.175325133,427.26950017,363.8352831,330.360345943,161.201844504,214.109501002,0.85253817136,115.817783086,2596.56086829,986.310713778,1868.46773074,878.934262385,496.760254898,489.14759568,96.3596648917,189.000915703,0,115.336472249,6505.25334964,2610.95667037,13682.3735613,3458.23181415,3126.7477824,999.98022515,41641.4498004,4747.99612841,12010.7204407,3266.87404591,2,1,0.373974632223,294,4.7850821826,13.0468598147,15174.5041313,3.65204818923,0,1.43222809905,160.329326259,1004.39130237,4,2.84049210538,0,117,0.00966913295183,0.111341073506,0.00918803063919,0.10570554372,584,195,30786.6831598,41601.6457067,5028.99093201,2817,1408.5
175,175,12.5663706144,14042.5680444,896.823495207,6506.37220297,1053.26826395,7536.1958414,1179.76593508,759.849043341,541.981537188,609.890628098,446.616976282,406.36939189,354.338100578,134.411306141,190.081021509,2.41026546851,112.228654168,2271.64866362,923.124747545,1539.7688416,791.522251245,479.747375437,481.729445963,83.7601597381,172.118178195,0,109.88353101,6532.54140478,2599.8910298,13251.7656153,3337.53794066,3167.36834007,993.617392363,39884.4098045,4595.49638591,11521.0945869,3180.82903739,1,1,0.178248996548,282,5.03700591338,11.6814389944,14211.0130488,4.46692619556,1,3.73017351048,176.589843304,732.120323904,4,2.10595874835,0,58,0.0125398545064,0.0911945070658,0.0115179877301,0.0859324210159,400,133,29511.599898,39847.8162883,4729.81065309,1692,846
264,264,12.5663706144,15537.5799666,954.51438806,5338.5044842,891.254883985,10199.0754824,1149.85285407,526.265560871,430.829793318,520.694364364,377.775582413,342.206426095,307.26769958,167.411154113,219.313248644,17.4839996231,124.546818158,2901.43057734,990.484669605,2246.60614817,906.625008052,593.925341421,509.487536618,170.125261983,244.467636293,0,117.284233699,6552.71874317,2434.00843897,14324.4287095,3168.31760914,2530.76029468,834.813222166,40722.7126824,4465.73032876,12082.7279733,3140.72862868,2,1,0.334082094701,257,5.27744699631,13.0366118015,15891.6882193,5.54422828723,2,3.46354696849,98.708874814,1442.45270245,5,4.3998552155,1,212,0.00711487509208,0.141077826953,0.00662168254208,0.133376819812,612,204,29878.3938202,40666.5239663,5118.5102938,4209,2104.5
226,226,12.5663706144,11304.8979323,733.731276484,5114.05645614,860.74094694,6190.84147617,950.739239297,620.479933392,446.07783548,490.90479268,368.12945106,320.101621889,301.364592498,93.3073955649,147.990596314,10.2365506692,96.8364117382,1744.00369126,714.961656119,1317.20603465,673.46541713,424.513125631,395.913385332,65.9064589201,138.753037577,0,89.4036835792,5572.94141824,2186.74655372,11006.5796753,2727.99103481,2557.81763071,793.969343837,32225.9172349,3843.22148581,9432.75545534,2678.78894205,0,1,0.165423013163,245,6.33637107449,12.2301189963,11536.4032983,4.94397786072,2,4.62324055059,165.498432762,770.189549941,7,3.10504429658,0,62,0.0135399488762,0.0891675733003,0.0122814896541,0.0808813770134,275,92,23765.6169943,32181.8638673,3745.66575718,1276,638
109,109,12.5663706144,9839.11592155,635.706917012,5255.76615296,724.923805204,4583.34976859,860.559155024,575.302324467,348.179689276,408.351147598,331.186812878,298.348902903,319.100605885,50.6177471748,117.260217596,9.83261956778,109.671248647,1162.76663421,587.786226357,858.665797721,488.664785195,337.847536038,289.124685006,47.7613898872,143.320651487,0,105.192075836,6738.91982661,2250.49046428,11475.7047432,2551.8853499,1185.52100746,513.284460848,35605.0468736,3620.90003393,12359.1376374,2309.62771182,3,1,1.13942825718,279,2.31225862167,5.64468745473,11578.5311898,0.888631706784,0,7.2859806861,208.447467692,825.360064635,2,0.507742055371,0,34,0.0253578706515,0.107036193705,0.024611332159,0.105474515977,571,190,24598.6584182,35520.1658031,5283.68717634,1007,503.5
117,117,12.5663706144,8274.18417266,598.373248979,4058.86037445,622.267340158,4215.32379822,735.668787662,414.565928255,267.51452612,271.378945411,240.47688612,208.212072432,239.66665004,20.0804649874,90.0129265695,0.479512432748,93.316494478,1072.19524181,521.024330543,810.349683568,442.001274655,216.678989109,212.464451146,27.3116361039,114.413203565,0,93.1190481822,4871.67137118,1861.47714912,8428.71354666,2133.74153874,1117.67830098,487.592569548,29491.607243,3256.46069389,10076.4445827,2054.26429786,1,1,2.24049078074,357,3.42759074075,7.49964665126,8994.99831213,1.320839463,0,3.95177085719,189.144865371,552.636175699,4,0.746336795199,0,29,0.0303288204874,0.105169064616,0.0288944759455,0.103942004943,448,149,20391.9871478,29429.0407269,4179.75036855,901,450.5
266,266,12.5663706144,10852.8042226,711.543283679,5869.95803298,832.521518639,4982.84618966,947.777860156,609.487495568,384.926486696,443.878641395,355.117022774,337.922757701,354.865167973,48.2523647054,129.759250943,8.02029879031,125.302744733,1322.11913258,667.213261495,944.955570655,537.343222394,335.783937634,306.864020714,35.6261551293,149.402402931,0,120.826232042,7014.39936151,2473.11409301,12154.0662027,2902.71028696,1374.17381466,601.746902617,39309.7442046,4197.1897442,13538.6652152,2625.73414712,4,1,1.16075211959,287,2.3449577499,5.8220497751,12100.0427997,0.921412700817,0,5.34334321794,221.365633645,844.523856857,5,1.18716422779,0,37,0.0251157927903,0.104907127196,0.0244949557604,0.102372974052,557,186,27204.8526767,39241.8444702,5834.29549355,1034,517
108,108,12.5663706144,22709.9720256,1290.22183754,10258.7715197,1256.44606581,12451.2005059,1637.86244584,684.711873,608.900457548,590.040623611,483.051439987,573.308875558,471.448228483,421.187579017,417.364625451,297.963316722,335.223232257,2844.03501022,1139.11210572,2122.27612022,1061.7561186,483.688046984,466.596132846,263.209519679,344.816999324,46.215443187,194.058689661,11233.2489773,3183.99306663,28486.3038458,3819.60819893,3642.55622213,1244.12953051,59368.8128484,5772.50461871,16207.7674859,3786.60057334,2,2,1.23677292369,322,1.92818105501,4.09236519746,26552.4191557,82.5686247113,82,92.2753297611,640.50393519,2084.49089209,2,13.9697774242,1,220,0.0311683767329,0.154501703814,0.0234194285023,0.141923316042,611,204,44568.4563384,59348.4270348,6752.73293087,2630,1315
129,129,12.5663706144,24082.5510197,1301.02152312,11540.0759711,1366.85183357,12542.4750485,1734.97327145,708.858141669,637.436582931,661.927459865,552.661515273,716.839329493,547.489019011,423.536053095,422.089035326,312.301757965,355.792862453,2868.91005731,1146.74552743,2330.029801,1208.22620537,445.39425198,474.4160992,260.420879528,350.982095141,32.6622472193,198.578350093,12480.3471877,3510.54932699,30279.5514988,4137.9165432,4288.79118266,1367.39078464,63863.1543255,6143.91993432,17670.4591423,3981.52050527,2,2,0.699056198772,302,2.11238097906,4.51400656084,27764.9933685,94.0768587728,106,101.223393176,705.754611385,2214.01110093,9,27.2249422651,1,287,0.0343637519543,0.194848711348,0.0253800300176,0.167816044842,665,222,47735.9634365,63894.4290865,7413.77846848,3115,1557.5
218,218,12.5663706144,24198.8465566,1316.91714658,12715.271486,1481.81340713,11483.5750706,1785.77419952,768.976096597,637.286362153,820.376244572,655.252145297,815.068262012,620.804577652,333.922047234,362.399402686,251.131689049,323.512092538,2373.94828767,1032.68562868,2312.68631859,1293.74098582,444.15574529,473.042584241,228.750154128,330.520911881,24.9344887403,202.667245831,13643.9781264,3884.71363885,31523.293517,4548.31943043,4497.52666125,1406.47501632,67333.1740027,6565.71047164,19149.3736113,4229.18776551,3,1,0.267541142087,300,2.64704550612,5.32713021754,27884.3319707,91.6522415469,103,91.0479683764,686.764473187,2347.80884116,11,30.7241380961,5,407,0.0335862069881,0.234139841513,0.0247139468158,0.203565557027,578,193,50071.8757703,67380.6828266,8489.61918578,2885,1442.5
216,216,12.5663706144,18566.3093634,1129.9427972,11288.088741,1492.69832826,7278.22062242,1529.54723061,1219.21506804,759.257950698,1330.44910137,822.353389169,838.921282338,639.859657437,214.662591453,343.725376171,41.707612276,194.409864339,1434.23378776,813.855528991,1651.71859109,883.320324061,685.720518751,619.767497909,78.2809464856,228.456522329,0,176.076635808,15206.3359305,3922.40894266,26058.9984714,4665.41876432,2366.83350238,930.649245343,66469.3957729,6550.94230205,23252.1073205,4047.9216724,1,1,0.158719659201,284,1.43426679477,3.28880643857,20433.6889686,23.7472933113,26,34.8889746259,353.987567598,1211.8777672,1,0.99504482623,0,78,0.0224734205197,0.101958194645,0.0191793111474,0.0978887410522,690,230,45796.9635395,66206.4203783,10091.2337436,2292,1146
139,139,12.5663706144,16839.6980729,1495.15128392,6092.22446003,1227.86498155,10747.4736128,1676.73256617,708.925889759,543.829467571,513.206033549,443.883562449,150.525077975,295.010533929,161.930610298,311.609110775,55.3862740382,221.809084416,2890.43669388,1179.71387199,1593.03226396,961.842413519,419.546658371,418.493791753,147.68779524,285.007288499,25.0728642622,214.437812572,7123.22651669,2661.73363739,17884.9831568,3645.00292656,1952.60836385,969.459909195,45862.9815665,5870.65652853,12289.8923852,3500.11588679,13,1,1.49314006658,454,2.98244019134,7.26875748058,24032.5618775,34.1171326385,51,67.7367921219,1138.13367288,2423.87370145,0,2.64062335642,3,173,0.0500181427215,0.0967178837629,0.0456970969841,0.0955613680736,1163,388,35549.3694314,46351.7115591,5335.96784254,2567,1283.5
240,240,12.5663706144,20726.2947234,1183.07940594,10066.2866623,1291.2052411,10660.0080612,1563.4892178,820.039398919,636.965776342,751.880671642,559.629911043,760.60490294,562.582001058,317.424013441,376.851203935,103.476784635,229.418305757,2697.83860322,1114.93091874,1988.88959028,1023.93643666,440.951108302,445.178716393,193.955527103,301.067257846,24.0788197339,180.975558032,12584.507322,3516.18489914,26565.6780145,3887.20945156,3094.39349145,1159.68986691,61959.8278835,6082.08199003,19056.1654796,4199.41699307,1,1,0.456381713278,353,1.82419088182,3.99966077357,23880.6328601,56.6562172467,50,68.957895713,601.859070798,2034.65159938,0,1.54318096275,1,211,0.0292795628699,0.138284954673,0.0234163533015,0.135217531421,696,232,45046.1262103,61938.0885388,8196.08431895,3149,1574.5
128,128,12.5663706144,13767.18046,1329.9563798,3723.00293408,997.52285752,10044.177526,1437.84235861,445.762200071,357.118672197,293.928515068,315.536185344,84.9324344857,218.390932252,71.6555270078,212.394813612,27.0091765956,182.613298738,2279.78888503,937.241590998,1351.89531976,825.130597294,476.845300773,418.97338659,476.9364026,418.7707385,19.3783864158,177.901453349,3748.52899035,1627.7223191,14006.3375498,2649.26615043,1045.54800456,620.460674528,31084.4209123,4313.42250746,6550.37288155,2262.8052796,9,2,1.27900700918,453,3.098780049,7.5802295842,22352.9475626,38.1438124605,54,53.1835216947,1069.68324588,4218.25940066,41,30.1191793196,8,440,0.0894851211397,0.0984802236196,0.0839127088173,0.0965333584176,1070,357,27646.1806755,33138.9870917,3725.10347326,2871,1435.5
200,200,12.5663706144,11222.282134,1094.99509532,4161.37883164,899.996927748,7060.90330237,1237.86210087,539.215938455,386.3776821,450.111268599,362.41783727,65.3926227653,186.543309153,90.7937080617,218.788055499,2.24550713991,148.694177861,2307.71420683,881.597709865,1025.21009324,670.012901296,119.194170093,204.7113033,67.948238454,184.322935445,0.745312844542,147.902749554,4591.57070656,1861.7806887,9853.31892947,2473.51070027,1245.62279127,646.841648679,31365.4210185,4373.51268388,8822.60677148,2621.99455178,12,1,2.13186127953,483,3.26037661159,7.85506268115,17510.9395034,23.9976802961,25,30.7857436952,989.627641872,1825.1408897,0,0.767768531402,0,117,0.0525349909225,0.0926124367629,0.0480889541886,0.0922822673949,1065,355,23769.8818044,31523.8345642,3553.66332022,2218,1109
201,201,12.5663706144,10349.9826314,1050.44052072,3097.46460026,810.772394334,7252.51803115,1159.08088776,410.886874361,311.966620355,295.495073559,291.637707401,50.9577121183,172.667487597,37.0010848242,168.569027515,8.03369378945,149.505747863,2119.76304664,818.462459801,1030.32092439,660.532770943,207.714981172,259.002968072,193.766350473,258.25393397,0,144.596268325,3408.44865997,1503.38666224,9203.92227293,2152.15571337,927.469952905,523.97654743,26055.2789307,3850.92295872,6523.77992417,2187.25977021,11,1,2.00423591189,509,3.42196489438,8.1654234226,17112.906911,26.9358375823,33,33.8868484838,1005.05892399,2050.71927427,0,1.40082849069,0,133,0.0898595774649,0.0932260241292,0.0847694237952,0.0926573373584,1040,347,21350.6153212,27020.9536029,2960.95374042,2221,1110.5
232,232,12.5663706144,19632.05473,1169.60794966,9233.66088819,1211.52746162,10398.3938418,1521.75597054,760.197087942,606.848606814,683.56688042,510.53403103,556.504525732,458.958232151,322.065144835,369.353416868,135.901338908,241.951780646,2595.40306695,1076.23996877,1749.06635655,919.67545552,378.004228632,400.944535047,204.579034889,300.041124618,36.0993460131,182.011416499,10870.9085076,3154.82444635,24807.9819761,3673.01143001,2845.57654218,1101.12877816,56789.9634196,5678.44332703,16664.1063523,3851.45739587,0,1,1.39321056832,368,1.69875037709,3.77410912558,22720.2898808,57.9538987834,48,67.7392202761,586.266800544,1973.09839995,0,2.77629078353,1,206,0.0311629221325,0.135003513591,0.0252937645699,0.131775553677,651,217,41939.4353643,56725.5779932,7113.57837159,2303,1151.5
209,209,12.5663706144,12781.9149791,942.12924556,6628.21744196,1004.97628068,6153.6975371,1181.79010639,699.277121419,511.68937838,620.433486476,407.79310275,365.337682297,331.207951755,138.729920104,233.151925462,18.6624832079,147.281316177,1744.94170296,790.060087073,944.674082869,607.532583293,131.619599761,221.923159272,122.55604202,220.464855698,2.61602716551,142.094249321,7700.01576256,2492.49139665,14832.0048049,2906.67494401,1816.86337003,764.674673438,41158.09891,4726.54462639,13008.172645,3085.97082176,4,1,2.6515685336,413,1.94488201953,3.89588110081,15299.7422965,23.5358415442,16,32.1926822161,644.900682961,1267.68271655,0,0.467261929641,0,113,0.0387971086054,0.11890425919,0.0346599951187,0.117161502747,640,213,29671.1027128,41118.5773944,5011.4696593,1191,595.5
155,155,12.5663706144,16797.9080148,1057.55751149,9807.40816064,1313.00749017,6990.49985415,1381.79088601,1028.79199271,642.886931516,1098.91888183,712.472881156,730.983817731,534.668229597,229.504133902,343.137229654,39.9175822151,170.04880887,1371.15324781,743.94045779,1647.5274341,857.007613842,689.540415609,597.692428873,75.8081739781,204.58828092,0,154.683932671,13448.0328002,3456.92963638,23597.4118927,3928.54299348,2212.11331664,854.98086236,57892.3700593,5693.46010975,19919.1651964,3548.323511,1,1,0.101304579067,269,1.68581806455,4.08873549047,18770.0830653,28.1355331714,30,37.9597041027,323.805074521,1157.50043011,0,0.755892617651,0,71,0.023247321296,0.0940241791642,0.0189399311814,0.0910171790241,533,178,40315.50026,57688.1824472,8927.96926188,2113,1056.5
247,247,12.5663706144,17329.4358681,1023.73104058,9608.29873865,1247.41670556,7721.13712945,1366.19489628,881.866178548,602.383489989,867.143921232,611.39699347,705.912827052,520.101862136,224.035917851,335.183231745,50.1867355005,185.3677864,1790.88493977,878.224046989,1572.22820444,839.285118519,541.938206577,502.04323812,148.713012966,263.996099387,3.90557042353,159.527955732,12172.1835945,3341.76611919,22918.9484332,3786.2805702,2592.0650599,960.547313851,57078.1458547,5728.86055639,18642.7865507,3745.00231632,1,1,1.02329601848,343,1.5849234224,3.4718562713,19238.6398056,29.4466377883,28,41.977624677,368.415720014,1590.88110898,0,1.21878741032,0,135,0.0246523275382,0.115749469757,0.0201522698381,0.112583189474,593,198,40593.9091722,56948.2410264,8144.20734402,2199,1099.5
162,162,12.5663706144,37381.4349474,2815.72892756,16703.825681,2204.92550232,20677.6092664,2897.7445352,854.854613728,783.933528248,513.338342008,605.856485478,537.898614192,611.972032214,714.27231176,697.939307052,1640.01469098,969.490534649,2483.03927155,1366.97396933,2274.5779772,1322.30962772,1416.80798786,1100.30772363,850.211713082,761.589318771,257.082327961,488.548721623,12455.4630027,2978.36542648,51657.3661888,5700.81042079,6416.10739472,1811.44798261,76531.4665254,7406.85116144,13265.6230128,3129.15483509,1,3,0.18414285098,174,1.63418611443,3.09409671914,49105.1768454,62.4484652238,66,50.7803998976,302.618904213,4807.98736307,8,18.2256644418,13,296,0.0120420876939,0.0527082959482,0.00838855468577,0.050006816739,218,73,67162.7774741,76458.2729917,10980.4248401,1043,521.5
174,174,12.5663706144,39789.5689902,2999.44453938,15977.6571019,2453.65797907,23811.9118883,3149.00577164,944.328741373,842.561734321,521.261046032,625.654153145,524.510415735,627.295626864,758.128631047,738.956711687,1258.99339282,884.96070583,3726.35879923,1653.37409179,2549.90673203,1450.58687563,1441.40869809,1145.32374762,949.407518669,827.998592747,312.962675946,560.334310291,12262.1000653,3606.50809359,53535.9955238,6428.73301803,5623.25677164,1920.90292394,82141.1177197,8470.42551078,14490.0000323,3912.40482151,2,2,0.285893947556,218,1.693970815,3.31335961071,52873.8197942,94.1453121801,89,82.5507630469,523.298389715,4992.42776594,6,18.960202014,24,341,0.0155800794928,0.0639105424573,0.0113269174311,0.0603236765392,407,136,71522.9143154,82187.8764439,11126.7607941,2176,1088
177,177,12.5663706144,33417.2889855,2481.0357522,11563.4951018,1952.74605127,21853.7938837,2643.05359138,800.521461648,703.941193312,426.030656577,527.551728538,377.849786932,520.528067712,498.509802278,578.739573552,746.193661878,657.623146396,4122.53534815,1692.82421866,2538.46219271,1358.35498684,1281.84369911,974.061447399,612.991352121,657.221456122,141.228819524,359.148692885,11397.6817585,3725.97301571,44011.1412112,5897.34658777,3865.07900192,1647.77040233,74064.4273882,8058.17297923,15093.6403238,4155.62149891,5,1,1.39580772995,302,1.53345575426,3.27054114772,42513.8557137,88.5750340909,95,106.647942336,659.543861558,3328.86617922,0,8.2894742712,24,233,0.0226433966134,0.0843434066706,0.0183651371684,0.080971875272,585,195,60754.8191304,74342.4106727,7941.00543609,2415,1207.5
184,184,12.5663706144,56372.6936552,4389.38178157,18667.688327,3173.04852825,37705.0053282,4612.9273441,911.495404486,864.306908869,705.452825965,790.540051061,617.073260035,769.674124062,991.107288876,931.122281746,1557.67971249,1104.07411783,4665.20092983,2210.9116169,3172.53006181,1848.1456181,2585.1431705,1746.11118154,2197.83923266,1559.65453028,602.471882866,759.214550831,11063.6928783,3872.33391707,71813.8338454,8646.63814994,7486.83571929,2589.10585689,103662.18504,10655.715983,13741.7615274,4206.76040963,6,2,0.33269416453,240,2.29892027155,4.14986728782,77442.5407301,217.600668101,182,138.278187508,748.545744925,8287.72798478,54,90.9050571309,97,849,0.0177332060704,0.0916244989486,0.0127326867703,0.0826268814499,654,218,92859.7984894,103992.489613,12648.0431911,3381,1690.5
203,203,12.5663706144,34497.6980088,2477.54877868,12336.7750725,1593.78113408,22160.9229363,2621.89033892,692.640572451,669.045356027,397.727367911,535.367654166,419.063840752,532.268315636,446.832036184,545.408322757,1009.40376326,714.47640378,3650.32278798,1597.70427985,3210.92627758,1493.94784153,1525.25563988,1119.01202938,624.606739191,601.918824491,234.478831963,480.227236237,13577.5773213,3492.04467382,44196.5833404,5493.08924554,5959.50618267,1475.15942023,74145.6432767,7362.11094668,15657.757061,3697.53076429,2,2,1.57674496685,189,2.60008328305,6.46130669983,45418.9579143,59.9635055226,68,38.8747996025,272.404376444,4518.04847589,24,47.5655747822,19,333,0.0106713662869,0.0902147322054,0.00737200794453,0.082109279411,392,131,61974.1761505,73921.0375473,10148.460647,1884,942
281,281,12.5663706144,54660.7273168,4323.3330755,15604.1403438,3016.50560087,39056.586973,4566.63997547,909.858653399,877.130908531,574.357832983,747.388868338,496.881156148,714.948947609,905.05813559,910.736486257,996.243284534,943.00938969,4880.90413557,2218.86205805,3355.92160608,1904.18306105,2562.85891829,1698.14479015,2275.28622243,1523.35522551,600.066798754,748.86365974,9749.62569864,3833.45387885,69624.7524664,8682.45933804,5892.77020487,2424.42597698,100548.219276,10677.8610175,12922.7494185,4232.5957329,5,4,0.52625331879,328,2.07789206625,4.3738674575,78741.0402228,294.528271906,252,153.526624615,811.092995621,10855.5518029,124,131.434477364,101,1283,0.0216271121688,0.107376230726,0.0157719676886,0.096553027544,854,285,90047.6443968,101469.863806,11781.0597223,4398,2199
145,145,12.5663706144,20198.5215532,1180.4532265,9010.68138717,1054.85721817,11187.840166,1257.80385146,457.542739409,385.807982533,457.813206339,406.333396761,316.525591098,331.135907118,436.466537817,408.022284585,681.999592241,441.61951992,1710.65865511,791.185145155,2553.68180192,951.456806498,501.551194009,459.893700741,182.793314038,284.713339544,14.669739007,208.646306037,10992.2166579,2800.64670868,27115.8848978,4050.62141159,3826.70958531,1141.17294128,58470.3179787,5301.65124981,15542.1585334,2856.91900426,2,1,0.292748232211,103,1.10863890483,2.4067890229,24609.8248862,20.8497114635,22,22.8140728283,310.461850168,2351.13045475,1,12.7908591824,3,251,0.0142950789142,0.0968585311189,0.011337592652,0.0943480674251,424,141,44758.8768036,58333.2402711,7127.00135694,1543,771.5
168,168,12.5663706144,16481.3287275,1157.10861148,4878.2257532,812.675685329,11603.1029743,1249.49636287,352.399369552,308.331532085,294.451393736,311.335122229,108.992924178,173.258945133,205.87651219,256.339378432,309.250132127,249.973257875,1748.5787484,803.792719661,1962.78935229,887.728624136,718.098405494,534.35735262,369.417628765,413.108378979,32.5261469247,138.884208058,5728.02630448,2056.9179384,21590.8435252,3334.35627706,2386.10427256,920.512308713,39568.5871213,4267.8038045,8125.99310592,2109.01814513,7,2,0.585781400948,97,1.87777245296,5.35901947667,22535.2694181,14.1422092838,36,46.8134661487,225.474542242,4596.99576714,0,16.5527578754,30,463,0.00943445064593,0.128756012994,0.00786809355277,0.125028866797,330,110,34626.9245969,39958.6330155,5235.06512987,1282,641
181,181,12.5663706144,27651.9624366,2064.41136438,10921.3708781,1601.5126147,16730.5915585,2161.50692739,595.303408117,471.377406335,510.433985179,482.228965817,332.331817582,371.55993164,529.979635021,461.942141573,902.578196489,556.892263908,2153.73682309,1152.8934233,1796.32080808,1082.34533916,1247.2491337,923.483929704,833.371117737,788.743933948,240.246443286,323.355794433,6746.12968887,2355.83832117,34587.8655451,4604.95720595,5114.52991669,1466.24440364,54151.6562682,5603.84887778,8330.52884424,2406.67291645,8,3,0.248856909281,119,2.58396766406,6.25191856814,36667.0430336,33.4977728274,58,80.6204596779,415.133285444,5693.00402657,5,36.0976827718,64,526,0.0126833025212,0.114043658458,0.0103146329986,0.106982824561,345,115,48810.7363194,55045.2576125,5265.86609055,1611,805.5
283,283,12.5663706144,37980.3075043,2874.68846912,11247.551478,1995.51985543,26732.7560263,3050.04802134,664.196224775,559.161843072,465.403914263,520.612217537,333.349033898,442.419903657,565.674369326,540.73040487,715.788462267,590.472097263,2573.72651185,1374.59790456,2064.75741542,1216.49763134,1958.9509305,1207.11927251,1859.2068036,1200.71434284,527.925788871,539.346180803,5493.27631003,2354.15874514,47572.876965,5839.72636155,5117.49012329,1620.41973545,67819.8267736,6830.75821408,7435.4150587,2481.74546568,6,1,1.55972106512,185,3.27338331305,7.18210843344,54708.3101142,249.589879359,174,76.9969244948,492.789400074,8445.95649848,41,77.5913251502,93,860,0.0151926150071,0.113937177197,0.0121671366146,0.105102470512,475,158,64170.8569666,68808.9647272,8225.38295078,2419,1209.5
188,188,12.5663706144,24929.0210085,1899.54774934,9056.77594223,1540.29549839,15872.2450662,2090.97557931,754.290660671,647.753232575,406.110247585,437.992413102,294.128588755,412.44143721,366.001244644,466.361718516,394.827457988,450.285725283,3529.02168573,1410.31305974,2037.37911611,1140.02713578,757.827230458,643.242521945,332.018839374,457.642118181,77.9751243614,285.328149382,10143.0677323,3325.51288449,30999.5534665,4747.65874181,3105.27604419,1332.64243019,61100.8446629,6962.11752266,14695.7127515,3965.77651827,8,1,1.71383459122,365,1.93498558435,3.55098649154,31594.7304972,75.164999903,72,92.3509691015,813.714716386,2684.74028316,0,7.11143890856,8,182,0.0353963020098,0.104293637084,0.0303430477652,0.100358486185,732,244,48004.644242,61283.9600114,6126.72385036,2481,1240.5
