TEA,SLN,adupopE,adupopM,popE,popM,belpovE,belpovM,kidsE,kidsM,cbpE,cbpM,u5E,u5m,u5bpE,u5bpM,econ_5t17E,econ_5t17M,econ_5t17b,econ_5t1_1,juvpopE,juvpopM,unemE,juvunemE,urE,urM,medincM,pyrE,pyrM,AreaSqMi,blockcount,lwjobs,mwjobs,totjobs,paydayct,creditunio,retailbank,medincE,MEAN_eco_2,econ_popov,econ_pop_1
301,301,6624.3106725,509.786359277,7450.41467491,623.788165339,1851.46354234,607.78733669,2233.58903623,446.969270546,854.500037925,379.458417474,519.630336491,209.390134881,180.194204162,140.49290237,1713.95869973,369.301906863,674.305833763,300.554419781,1153.97512206,316.581230602,580.600494692,433.403527526,8.48423830294,4.43519437997,5887.24475141,30.4724320493,51.6554639971,12.5663706144,39,1046,1448,3799,0,0,0,20070.7789836,2524.3401065,6624,508
235,235,30786.6831598,3170.92152563,41601.6457067,4725.2635211,12872.5608821,4280.43491482,11924.6565532,3250.23510696,5366.53048413,2798.69265406,2988.11667479,1357.34053483,1696.06356989,1085.04779244,8936.53987839,2775.42023429,3670.46691424,2160.09514935,5028.99093201,1710.14535583,2492.25255145,1613.28889152,10.7606409737,6.35513072518,5694.31743868,45.310004454,46.6980389404,12.5663706144,121,3083,4010,11243,6,2,6,21770.9177905,3804.27465345,30790,3171
175,175,29511.599898,3062.99059885,39847.8162883,4574.25406927,11873.4326893,4161.49315351,11435.7917412,3165.28503367,4904.42303161,2676.79738679,2601.19940778,1225.62822241,1480.46527022,968.586747456,8834.59233343,2785.52729646,3423.95776139,2143.47917014,4729.81065309,1639.79383805,2501.63700361,1368.61484424,10.7928429099,6.20648823529,5918.06079946,38.6934317336,43.8784885115,12.5663706144,101,2105,3527,8319,1,2,3,22266.4064812,4251.31096997,29515,3062
264,264,29878.3938202,2909.42894185,40666.5239663,4440.38046335,12212.3680657,3922.84138416,11988.9219041,3118.46718403,5141.62155992,2615.91310089,3296.49561892,1431.03470881,1594.37922752,1035.88536999,8692.42628518,2526.25093905,3547.2423324,2012.53741687,5118.5102938,1660.76874929,2459.81877878,1984.87706655,10.1934003286,5.88540391744,5602.34839333,49.0090900773,47.2915496721,12.5663706144,147,4566,6309,16590,10,2,6,22848.9555682,3674.88697771,29882,2907
226,226,23765.6169943,2535.34618238,32181.8638673,3824.28737162,9423.12850481,3373.84317334,9347.68338449,2663.9544794,3818.6842945,2140.26763164,1873.35367616,940.357817241,997.106487007,687.096392876,7474.32970833,2356.52420646,2821.57780749,1766.43096978,3745.66575718,1315.86368875,2160.97981178,1205.73306435,11.3216334301,6.48600370433,5839.3284795,41.0299094686,42.2314365808,12.5663706144,90,3293,4701,12795,1,2,2,22243.7804635,3843.7761267,23767,2528
109,109,24598.6584182,2392.00944037,35520.1658031,3612.84679479,10954.1754261,3467.60009106,12273.340685,2296.41350309,5352.78269514,2123.43304099,3448.53754582,1272.54757588,1651.60781187,920.820564555,8824.80313916,1891.5255966,3701.17488327,1601.19389022,5283.68717634,1471.67795335,1057.61001181,360.757864424,4.73025980113,3.10737559486,6235.63281925,3.97354798266,47.5580242879,12.5663706144,101,1038,1460,4022,9,0,0,20555.391346,2937.55271231,24594,2388
117,117,20391.9871478,2198.23059178,29429.0407269,3259.73450831,9653.64037417,3054.48674737,10012.5341959,2054.29230841,4887.23699202,1914.58382628,3025.21814138,1138.44029473,1526.93900768,877.477264005,6987.31605447,1676.75739609,3360.29798434,1460.20933317,4179.75036855,1231.17269153,846.059009812,166.271922823,5.18632628562,3.54637602209,6212.88173318,2.96790576748,58.5115779343,12.5663706144,58,598,961,2797,3,0,0,19431.0859465,3069.83481651,20391,2195
266,266,27204.8526767,2797.3059672,39241.8444702,4195.31964177,11999.592993,3835.8269976,13470.0798926,2620.03341472,5902.43765989,2384.99307465,3866.10699534,1434.42043745,1832.49033995,1049.40591332,9603.97289722,2170.90002618,4069.94731994,1819.54470408,5834.29549355,1668.8635559,1094.60763245,347.515344986,4.51512337034,3.0657134239,6691.49763996,3.65999455896,49.8332921883,12.5663706144,95,1093,1566,4198,8,0,2,20436.8402046,3017.71418673,27200,2790
108,108,44568.4563384,3729.48534596,59348.4270348,5751.95633705,12479.732279,4980.10741494,16107.6605177,3771.19252404,5471.13640532,2974.51361137,4958.65476076,1942.25357116,1803.58445338,1248.2666143,11149.0057569,2971.04835441,3667.55195194,2180.83122258,6752.73293087,2133.07366762,1974.91693262,1918.52537761,3.9511827699,2.75699076679,8648.30166764,23.4867041907,41.8403997347,12.5663706144,231,3143,4663,12126,8,10,4,34249.4116855,4377.49178634,44560,3723
129,129,47735.9634365,4024.22018585,63894.4290865,6124.42954376,13183.3235104,5302.35739393,17582.2256735,3964.54369556,5779.19701916,3139.44520342,5491.75247626,2173.50733486,1897.87937645,1360.6285033,12090.4731972,3091.23194415,3881.31764271,2298.32362459,7413.77846848,2352.60312057,2136.28531206,1801.75216994,3.93515682433,2.75184340678,8164.03172747,17.6283654801,37.3452118223,12.5663706144,234,3615,5578,15235,7,10,6,33615.0756082,4720.06450532,47734,4019
218,218,50071.8757703,4298.14888176,67380.6828266,6550.12714502,13046.1403245,5442.50525309,19061.538266,4210.65492996,5541.86816608,3187.47867427,5706.99299198,2340.19175855,1748.75406861,1400.41205063,13354.545274,3245.10662842,3793.11409747,2291.70258405,8489.61918578,2631.3310556,2406.85323146,1930.19468543,4.40873539665,2.86678090386,8419.62912472,18.3338057377,35.2775906054,12.5663706144,245,3890,5690,14875,8,4,9,31468.7816063,4703.07509501,50077,4294
216,216,45796.9635395,4448.70942533,66206.4203783,6493.65064255,17408.5739736,6032.22341882,22956.8657834,3992.37157576,8262.79794171,3764.74390466,5767.03121132,2050.46646516,1920.92916026,1353.34356609,17189.8345721,3491.37442003,6341.86878146,3061.17877062,10091.2337436,2697.44734782,2231.75247778,3336.5959646,4.77632378351,3.33947736181,7018.86574566,31.4886134248,32.7478088865,12.5663706144,173,2908,5657,13907,10,0,5,23026.9776247,2717.33665762,45791,4445
139,139,35549.3694314,4226.09194161,46351.7115591,5869.22535672,13619.8286032,4836.47307982,12227.3372607,3487.07725706,4967.48353821,2889.17992621,3380.32043235,1586.13375619,1362.04418549,1105.14961687,8847.01682838,2853.16329362,3605.43935271,2231.32071193,5335.96784254,2031.24274619,2737.54805991,1646.59274927,7.86590140307,4.79319430183,6886.35232174,34.1047644151,53.9763257768,12.5663706144,340,3362,4876,14558,9,1,5,22191.2071543,3805.90377211,35548,4212
240,240,45046.1262103,3885.36387112,61938.0885388,6060.1693529,15185.3397347,5870.12748132,18960.7289581,4188.89206667,7109.05337913,3621.44480843,5431.89095817,2097.36688062,2058.556028,1436.58491222,13528.838,3369.80319029,5050.49735113,2730.12744817,8196.08431895,2323.78660945,2059.16468505,1991.98703048,4.57226929948,3.22062799526,7188.954892,20.2740632043,31.0013066388,12.5663706144,201,4820,8300,21774,7,7,5,25163.9993462,3678.57977662,45037,3883
128,128,27646.1806755,3430.02897448,33138.9870917,4380.76418099,10749.5074903,3188.5063033,6530.86517793,2251.91594603,3044.0870762,1784.98253049,2070.32952453,1170.84855627,948.998660946,801.390295227,4460.5356534,1686.16150708,2095.08841525,1277.81499881,3725.10347326,1566.28835715,2294.66230349,1162.55772395,8.77952321141,5.56545983965,8105.49180761,31.337422917,69.6760981085,12.5663706144,389,7020,12556,48925,7,5,5,23021.2004988,4599.79586685,27648,3426
200,200,23769.8818044,3082.85816223,31523.8345642,4361.70905338,10448.5089508,3535.97836449,8754.6532109,2613.04889234,3816.13017712,2116.94975652,2560.31637872,1193.73540788,1127.97903406,870.205212651,6194.33683218,2055.116813,2688.15114306,1572.96739454,3553.66332022,1483.18649738,2363.11534965,1132.03373878,9.19664886396,5.8279086598,5993.60479758,29.7221964145,54.2492406822,12.5663706144,214,2055,3026,8670,5,0,4,19711.0537452,3600.26672423,23771,3072
201,201,21350.6153212,2871.392931,27020.9536029,3874.12508964,9280.27919248,2953.07818775,6476.86168799,2178.77771174,3014.88497491,1731.3546731,1982.88481263,1043.39461535,928.180553621,737.215662167,4493.97687536,1652.96690323,2086.70442129,1255.22325374,2960.95374042,1348.85927016,2116.06285091,922.413632262,8.96862279327,5.97627961945,7156.6797063,29.9705345404,64.5636708556,12.5663706144,225,2056,3287,8936,5,0,2,20211.0973186,4205.736153,21351,2864
232,232,41939.4353643,3670.44358851,56725.5779932,5667.67667445,13570.8963866,5367.64890633,16580.9031225,3845.39453063,6164.63217452,3277.01119023,4835.10648277,1851.41230142,1899.55602094,1294.14125162,11745.7966398,3142.1728544,4265.07615358,2478.16564206,7113.57837159,2155.08941214,2121.41337632,1907.17951449,5.1345550462,3.44172474144,7083.15176367,24.7046740424,37.754124501,12.5663706144,186,2949,5350,13404,5,7,4,26586.1028859,3949.91156691,41931,3663
209,209,29671.1027128,3139.01751709,41118.5773944,4720.21614617,11530.8038855,4289.65628066,12956.3401687,3086.99293525,5072.49921124,2592.67956513,3480.05156157,1412.83907874,1281.45177406,972.501553605,9476.28860718,2572.45696798,3791.04743718,2083.96741621,5011.4696593,1600.08163363,1976.78216944,899.83452011,6.74723822,4.40061868874,5918.37153278,18.0987787364,38.8836875456,12.5663706144,131,927,1844,4699,2,0,0,22192.809917,3737.24916307,29661,3129
155,155,40315.50026,3916.96265539,57688.1824472,5649.7632168,14682.394155,5291.55131666,19687.7555403,3516.62555508,7026.61341531,3313.58534542,5030.09021914,1849.05100453,1645.02315216,1243.63494264,14657.6653212,2998.89979543,5381.59026315,2629.44227811,8927.96926188,2400.07622339,2011.48986053,3165.44201714,4.88154251033,3.43956591294,7283.10483653,31.2395008898,32.5239992772,12.5663706144,168,4003,7548,19345,2,0,1,23494.2963177,2788.23850086,40310,3910
247,247,40593.9091722,3849.77261343,56948.2410264,5691.73158711,14425.7734214,5433.68218842,18489.614338,3726.76044418,6918.81707466,3355.41582368,5084.32403983,1880.86141624,1766.5874839,1269.34036331,13405.2902982,3147.62802527,5152.22959076,2681.20554375,8144.20734402,2219.55789351,1675.99212985,1981.86536151,4.41674954552,3.3508478925,6910.25669963,20.5453474667,30.7402341331,12.5663706144,181,5246,8799,22012,5,1,5,24152.8836265,3416.49308492,40584,3843
162,162,67162.7774741,6122.6115867,76458.2729917,7372.41148128,7179.36868792,3529.30244091,13104.4474923,3067.35048527,1198.57929998,1272.36310864,4791.63759131,2210.57669667,507.790297269,799.924198379,8312.80990094,2372.36288136,690.789002711,873.072735939,10980.4248401,3338.93464322,1804.96654981,2101.26709648,2.27161186088,2.07553419695,24488.4221583,18.9662018127,53.9366555871,12.5663706144,701,13647,16017,51027,10,0,30,61906.8396364,9418.42672005,67158,6109
174,174,71522.9143154,6819.20716977,82187.8764439,8431.5195692,11064.8510316,4633.97707947,14304.9416866,3843.33205108,2909.76330011,2243.6459219,5155.08083473,2414.62449833,927.362087325,1086.67213884,9149.86085185,2995.45808744,1982.40121279,1733.47005857,11126.7607941,3386.46510171,2259.16229473,2009.89170789,2.6277097747,2.21115820374,22494.011329,17.1009624852,52.5808714292,12.5663706144,716,13983,16356,51700,12,2,23,55881.3676803,7744.21278983,71517,6806
177,177,60754.8191304,6094.88541007,74342.4106727,8036.61320761,14163.1257565,5441.61176544,14963.2905282,4128.66572027,4709.31107631,3030.63884591,5086.69916825,2249.31561681,1357.96082497,1294.27003904,9876.59135993,3327.2054798,3351.35025133,2387.99538912,7941.00543609,2774.08562525,2453.64539845,2094.10525503,3.69430250645,2.58212277946,16425.3794036,30.0061205182,58.6476879402,12.5663706144,639,10705,19626,66939,11,3,20,44606.5539072,5680.03070518,60752,6087
184,184,92859.7984894,9119.12404163,103992.489613,10672.7430924,13562.6267851,5601.02564322,13619.0573115,4170.24563326,3293.12423502,2474.93658182,4653.47593913,2527.39344721,1097.32372678,1287.45021558,8965.5813724,3215.10567228,2195.80050824,1858.38890027,12648.0431911,4575.16151486,2601.89050823,1366.76669122,2.65088464076,2.34410799908,20149.037648,10.7587950741,40.0935585745,12.5663706144,931,22258,36716,139285,15,4,49,59030.0105037,9362.66468759,92864,9110
203,203,61974.1761505,5584.1033239,73921.0375473,7336.27110875,11493.1844548,4605.69411272,15433.1513315,3652.64090298,3576.83496948,2206.4554157,5766.03451719,2289.51143094,1261.11435771,1060.26780744,9667.11681432,2913.79170844,2315.72061177,1599.62263426,10148.460647,3040.52786795,2392.95342037,2035.34081552,2.75323548487,2.13553392445,22681.9069049,16.331590027,65.6207817021,12.5663706144,436,14869,15885,51175,16,0,26,55526.3286088,8320.62787999,61975,5577
281,281,90047.6443968,9046.54875187,101469.863806,10685.48274,16039.4837676,6174.02020269,12841.4358957,4205.54975933,4343.12434324,3010.69091687,4498.24419138,2469.51457603,1324.09811817,1408.33150899,8343.19170436,3257.05714452,3019.02622507,2334.98342197,11781.0597223,4393.01473476,2825.6076226,1514.92405536,3.26599530543,2.48393881883,13975.0845898,15.4654420431,39.6516017394,12.5663706144,1007,27586,48271,201154,16,12,67,48819.3300927,6952.21980938,90050,9033
145,145,44758.8768036,3995.87567238,58333.2402711,5241.33875039,9282.79699846,3584.1250677,15392.1585337,2811.9190042,3903.05895296,1835.4653478,4344.44915628,1459.40561982,1325.19452832,858.408884379,11047.7093774,2412.44827177,2577.86442464,1309.80901953,7127.00135694,2026.11178582,1975.35050636,2076.69176194,3.02680701427,13.8078440095,12096.8973844,17.7403121871,55.2091416449,12.5663706144,320,6345,9648,38692,16,1,5,44023.3377467,6313.80668058,44756,3990
168,168,34626.9245969,3510.47881661,39958.6330155,4322.30979117,6819.10923601,3182.493667,8053.89460335,2096.78618185,2054.16470799,1376.83661773,2284.34573279,1056.22175803,732.487733498,626.912486692,5769.54887056,1809.87442235,1321.67697449,979.333475136,5235.06512987,1646.91206672,1462.00312243,1065.60625522,3.60667135987,19.4891464528,7640.39890659,11.2658684674,54.6676389538,12.5663706144,332,14830,28579,112526,16,10,15,24170.0239069,3616.14870737,34626,3514
181,181,48810.7363194,4932.0961089,55045.2576125,5809.48369216,6729.57070263,3588.16090895,8292.49232602,2409.19804552,1313.06186442,1299.56045902,2335.33554837,1307.76728155,530.25399358,711.469500177,5957.15677765,2027.68468567,782.807870838,866.525698345,5265.86609055,2171.39417601,1366.73392287,483.215888945,3.0270558787,12.4472699343,14121.9942475,7.55297225012,54.1441190765,12.5663706144,551,14670,29277,111482,11,2,26,40398.4587433,6707.8878189,48812,4931
283,283,64170.8569666,6203.78479468,68808.9647272,7037.42083456,8750.91410879,3943.04988927,7391.28498091,2481.46707247,1902.28033806,1487.42104412,2478.33031217,1482.30904995,812.443714352,828.261704763,4912.95466874,1942.35682228,1089.8366237,1023.01537406,8225.38295078,3084.89731884,1762.82772348,713.309911485,3.95513028691,3.88640988402,10702.9998984,9.80068189556,58.9359801522,12.5663706144,626,18023,35841,142098,13,3,45,38389.6546418,5868.59180291,64174,6199
188,188,48004.644242,5006.74662441,61283.9600114,6945.09158596,14051.3340681,5305.37301589,14601.0668192,3944.69069066,5163.23079623,3110.83134861,4510.42112766,1955.08789406,1507.75159321,1246.63697013,10090.6456916,3255.02111097,3655.47920303,2458.7252579,6126.72385036,2298.07314286,2651.93442158,2076.1909694,5.66093910444,3.49815784108,10964.1800052,35.988863,55.8506456483,12.5663706144,437,4309,5792,15915,8,7,9,34056.1019773,4381.11022551,48001,5001
202,202,49765.4976238,5505.25134827,62168.5894847,7405.81791027,16596.6815264,5811.49905318,14044.4849325,4108.9906546,5727.32809034,3434.52111668,4322.44558939,2007.43514492,1635.23431159,1360.59517914,9722.03934311,3327.22226846,4092.09377875,2703.58375625,6820.60945749,2518.097157,3075.07775508,2084.24675682,6.40913679796,3.89551257396,8899.93116085,37.5500832283,56.9107441469,12.5663706144,528,9908,18832,67419,11,1,13,28274.6297405,4206.9951442,49762,5495
131,131,73188.9296769,7633.57316165,84900.6451969,9404.30987762,17189.4777008,6223.86020962,13241.0203761,4153.7220052,5006.58774013,3307.22161292,4349.07046721,2279.99943548,1382.89317337,1402.56447259,8891.94990885,3315.84703202,3623.69456676,2644.57550955,10505.4131099,3638.50643433,2987.82254966,1971.41149053,4.35348148538,2.95608731013,11630.8083363,27.4663683405,48.9860429914,12.5663706144,839,21797,41182,174228,17,11,47,37595.1450643,5358.55416427,73188,7624
122,122,21935.0473937,1949.88443145,26133.5727663,2761.27745853,7898.97863392,2373.16530218,7333.79184578,1647.28762191,3045.19455661,1343.59195507,2090.62096248,854.750569738,863.941310126,563.812016467,5243.1708833,1434.36154258,2181.25324648,1090.79033061,4005.10418787,1006.67981377,1732.81760384,1218.91012459,7.35167440884,4.44600177408,5982.40001358,26.5705322486,60.3646589133,12.5663706144,267,7668,21638,75618,6,1,8,20743.0975728,3085.12520983,21932,1940
260,260,31866.3512031,2714.02820647,37156.6558292,3661.10487935,8940.10819726,2933.31890414,8140.93577419,2050.74494046,3307.36871839,1648.57564676,2538.91624439,1135.54388636,1005.33217408,700.262555564,5602.01952979,1722.01203257,2302.03654431,1320.16416934,5171.75654417,1505.60814092,1955.66350689,1619.05596752,6.34319721619,3.81321215947,6412.10443854,29.5788378085,59.0180475553,12.5663706144,360,11464,20509,70723,8,1,15,25778.9234822,4009.72357565,31873,2703
105,105,17114.9377691,1615.56264916,24642.2096172,2333.93957336,6589.5060599,2265.40848498,8236.84874321,1598.56733024,3355.49342267,1396.34651626,2359.13773274,813.568927493,1064.23875008,608.33631103,5877.71101047,1400.34877471,2291.25467259,1117.43337492,3671.03930745,1060.23097897,1079.74011332,631.915108892,5.34865044199,3.1864724625,11259.540365,14.7868456707,33.4009990613,12.5663706144,135,2251,5285,15032,0,1,3,22243.6068869,3202.21825224,17118,1606
103,103,14961.7343032,1473.4033989,20842.6240017,2146.34115796,4709.81016409,1768.29018827,7001.26096985,1275.25824444,2301.56585911,1067.12839093,1851.96417412,678.305341907,814.518523217,518.596369216,5149.29679573,1119.21190286,1487.04733589,783.508317451,3228.13459036,937.738699405,1031.50206091,581.897470173,6.81878348885,4.04915297955,10317.9624235,18.1377159369,33.977388983,12.5663706144,108,2124,4031,13727,0,0,4,21506.4297074,2946.39318267,14960,1468
116,116,46427.4902232,4137.43604212,60820.089492,5426.89748116,10098.4139929,3861.71560771,16323.5968065,2903.33819022,4279.69416167,2026.43902158,4780.11865918,1588.56584869,1492.6858936,962.150637518,11543.4781473,2425.33946994,2787.00826807,1404.4443961,7633.17389438,2103.04040818,2121.5996039,2421.75771158,3.55059472316,6.47354803043,11053.8533083,20.1044639715,61.2227943021,12.5663706144,347,9734,14088,39367,22,0,11,39268.100205,4891.05654844,46428,4127
278,278,48560.2712981,4310.51639033,63599.7625456,5641.83591604,10190.2063358,3916.05173509,16958.7288002,2983.75405821,4318.46823044,2056.11407404,5000.56253371,1681.28151606,1511.99181605,986.894906988,11958.1662665,2508.92206057,2806.47641439,1418.05962236,7776.94164728,2165.17169317,2189.08423439,2462.93741069,3.58798182899,4.90857229886,12840.2077759,21.1315953061,61.8437630416,12.5663706144,359,9995,13770,38215,22,0,10,42399.2980635,5540.15341561,48559,4299
265,265,15234.6845026,1418.41590863,20010.3099247,2078.24521247,5775.34436446,1752.67585849,6708.50964478,1299.81057312,2570.92512235,1060.56796191,1715.65574231,641.454433437,799.339140037,501.016051313,4992.85390247,1153.31361266,1771.58598232,821.484321916,3390.630152,900.675834925,1249.26713905,727.704444687,8.08992643206,4.73333059079,8371.74630595,20.3440335781,41.1104698678,12.5663706144,138,3255,6881,23526,3,0,4,19448.8266566,2519.83098373,15230,1411
271,271,39842.3463246,3556.24225982,51802.8516612,4660.17983734,9331.45764442,3474.54173913,14118.0412403,2549.04389975,3971.90031473,1828.64337613,3975.46932115,1318.60553596,1344.1401906,828.68040486,10142.5719191,2113.75769617,2627.76012413,1306.39645251,6982.11923248,1867.97911025,1914.37727339,2153.21172107,3.66577756452,11.9385261718,8324.01753381,16.172060078,59.577862351,12.5663706144,272,10411,14745,49175,20,2,7,31593.455849,3806.27384745,39840,3555
272,272,65761.2447444,6030.3226697,90423.2608374,8867.098796,19463.5777248,7105.58567184,27712.0917783,5875.01948578,8393.3020941,4254.31579842,7800.72518258,2973.31071611,2532.41821027,1741.07021141,19911.3665958,4804.99408628,5860.88388383,3202.26464791,13551.5228299,3544.84723891,4906.20025331,5044.66173412,7.8127163926,3.67995528189,9153.4071336,38.2229819809,36.034709339,12.5663706144,273,3597,4792,10486,22,0,8,24551.8402479,3322.2798085,65755,6004
289,289,44193.2884124,4486.94724877,57931.2456905,6548.33683685,14237.1433906,5303.81276503,15633.7776664,4010.47337361,5718.7649312,3265.61893019,4122.28687664,1990.59164255,1602.99289658,1340.19450706,11511.4907897,3262.11144873,4115.77203462,2524.94912382,7458.68318461,2406.76694197,3812.302325,4312.13352432,9.01273960725,4.74519486741,7585.70671294,55.5355530407,55.6689701723,12.5663706144,357,6053,10030,25384,10,2,7,26009.6833784,4736.09484602,44196,4467
112,112,40559.870779,4055.50412489,51501.6404493,5783.19658506,12557.850458,4469.10747543,12600.6755698,3406.16143148,4713.8406192,2725.25453409,3346.06458744,1719.88415961,1277.63692414,1095.13573135,9254.6109824,2776.73994332,3436.20369506,2130.88835323,6212.50377306,2077.19918115,3181.66522846,3596.89184666,8.167371078,4.45138012215,7469.32297117,52.3970235128,60.760023633,12.5663706144,406,7236,14252,40626,9,9,7,27455.2678356,5083.99665443,40558,4039
130,130,65202.9698693,5771.4310021,88983.8913594,8290.70584324,18407.3483307,6809.96083394,26722.4306236,5536.3356239,7927.09666688,3997.8608817,7421.57622235,2816.22795445,2283.27574697,1626.60853957,19300.8544012,4580.99495935,5643.82091991,3024.43413264,13262.5159181,3375.40052967,4371.29055179,4114.0975254,7.1941162337,3.40143210162,9243.25319995,32.7120268292,33.1262569434,12.5663706144,245,3091,5159,10781,14,0,6,24417.746198,3027.36129564,65194,5748
