TEA,SLN,adupopE,adupopM,popE,popM,belpovE,belpovM,kidsE,kidsM,cbpE,cbpM,u5E,u5m,u5bpE,u5bpM,econ_5t17E,econ_5t17M,econ_5t17b,econ_5t1_1,juvpopE,juvpopM,unemE,juvunemE,urE,urM,medincM,pyrE,pyrM,AreaSqMi,blockcount,lwjobs,mwjobs,totjobs,paydayct,creditunio,retailbank,medincE,MEAN_eco_2,econ_popov,econ_pop_1
180,180,38886.3527564,3806.93564154,56006.9063408,5636.55466818,16378.4521723,5292.08672898,19219.5080961,3443.237807,7741.63391552,3212.10737824,5017.54288413,1793.71674032,2199.48102954,1263.1671118,14201.9652119,2988.01189514,5542.15288598,2513.44353997,8458.93956183,2314.94154477,1676.68946056,1316.29827525,4.21986138038,2.74368495458,6888.80763782,13.5298549791,32.8269113148,12.5663706144,154,1861,2491,6573,15,0,4,21890.733524,2890.46714318,38886,3790
237,237,41161.7965582,3970.87610183,60278.0657749,5769.40859721,15337.0340337,5428.499151,21323.4255309,3459.4203548,7163.83558062,3296.66011683,5325.98977051,1914.32360083,1762.41311204,1233.51034798,15997.4357604,3086.59963805,5401.42246858,2674.04819615,8746.05766531,2358.73329113,2118.80592462,2506.32411625,5.12480469721,3.13193864009,6620.68722579,26.4385841959,29.0832066554,12.5663706144,141,1623,2608,5948,4,0,1,22674.1714927,2802.82133174,41159,3967
234,234,28541.3905241,3053.59076994,41559.2830555,4648.33740366,12678.8731026,4167.90251094,14433.8824019,2927.14968375,6452.53562838,2680.35918242,4301.26214494,1561.82004999,1947.6369102,1139.42080603,10132.6202569,2435.16897641,4504.89871818,2105.08705996,6273.30719819,1738.29757043,1184.98470861,398.465087239,4.55771837043,3.46598707495,6529.72048874,6.33360029155,42.9614459092,12.5663706144,98,1281,1599,4387,10,0,3,21020.1345271,3335.64514802,28531,3049
161,161,33928.1545273,3540.59346019,49149.7494672,5371.38287579,14670.1297997,4813.09143339,17018.2555698,3415.53731895,7358.29256664,3097.50399049,4921.80466859,1763.31499815,2123.1917858,1263.64593822,12096.4509012,2872.79538533,5235.10078083,2456.77967367,7528.8456899,2040.57612733,1460.6123478,898.780947605,4.50811621282,3.40935865439,6673.03265736,10.7388521769,39.0007871729,12.5663706144,123,1483,1765,4135,9,0,4,21574.0466507,3261.15854541,33916,3531
207,207,44498.2449199,4377.93427646,63494.7808949,6501.83998313,16849.7802357,6004.18613353,21403.1612926,4157.57291883,8016.35110818,3774.77562189,5873.28020443,2060.73149772,1928.49827936,1359.33191788,15529.8810882,3579.13223386,6087.85282882,3096.46637182,9541.81217041,2588.51321601,1934.38163596,2489.32227639,4.60952588129,3.45953675177,6791.2858705,23.792510464,33.7958153165,12.5663706144,177,2265,3969,9910,8,0,4,22898.518747,3127.80738282,44485,4365
222,222,37586.5728028,3453.96264939,52091.7044726,5337.37629416,13013.9840391,5105.60800846,16352.5224382,3596.32880386,6182.01825126,3112.49118403,4461.1714139,1690.99799917,1624.83548103,1131.81971109,11891.3510243,3044.50902696,4557.18277022,2502.41178892,6808.23015429,1952.77357573,1722.50178379,1551.16822801,5.03015291332,3.66032884259,6639.4802568,19.232054803,33.5548677868,12.5663706144,167,3411,5708,14289,3,7,4,24276.1844709,3802.59633796,37576,3443
303,303,39335.92168,3977.25209677,55889.5969366,5946.28350339,14899.5063195,5272.24667182,18711.457134,3807.09796977,7107.22566254,3335.12039832,5161.64559811,1817.43926467,1731.24177812,1199.60249425,13549.8115359,3249.21202379,5375.98388441,2727.38486502,8601.55778778,2286.11610043,1683.6867981,1939.90785529,4.56460540604,3.45684848498,7018.81448995,19.9033029671,35.4837236612,12.5663706144,149,1815,2484,5828,8,0,4,22308.1037066,3123.37930052,39324,3968
119,119,44739.7389939,4004.74249102,55093.3338513,5015.99192995,4641.80269139,2429.45253876,11924.5283,2498.69283023,1546.71277555,1210.06662325,3588.94347975,1515.17867725,460.515754101,500.282584756,8335.58482025,2238.63878483,1086.19702145,912.529101288,6289.93232467,2062.70873916,1530.26959412,1270.3644844,3.25516100962,2.69147739404,14485.44892,19.8027222519,61.2663188423,12.5663706144,319,9314,13707,36727,6,1,9,41659.1945068,5636.82107209,44739,3998
279,279,48928.4169814,3688.89166764,58891.0265597,4714.14862654,6271.43283539,3384.26838667,11376.8330998,2873.33235398,2030.76327322,1720.13001519,4152.68517588,1827.65599098,778.782624187,766.334473323,7224.14792389,2248.78794315,1251.98064904,1200.98497573,5858.2566522,2127.47060427,2008.68842767,1252.24212882,4.03714130904,2.57444143983,12487.5573822,19.4945158482,42.9194305593,12.5663706144,309,12099,18317,60332,1,1,8,41935.7373746,5353.75104672,48931,3684
304,304,44931.9210381,3881.53346394,54274.7024982,5116.07095874,4856.0115904,2653.89374042,10462.0599924,2809.66876351,1681.66436255,1321.44448154,3407.78231387,1684.56066608,685.196861939,684.095078168,7054.2776785,2169.51588381,996.467500607,891.981322032,5941.02989172,2179.26115085,1683.40915932,1122.77139976,3.47957182363,2.48979804915,12593.9258752,18.0773234493,49.2016532297,12.5663706144,324,19461,31833,111347,5,2,7,43484.910935,5258.04581735,44931,3884
154,154,54227.8879006,5184.76075259,73781.3985965,7611.5795089,12879.2294352,5981.51547279,21710.7941875,4539.10655065,5291.58051013,3297.45098332,6653.7124002,2646.14616572,1440.13346199,1314.73972835,15057.0817873,3641.80226526,3851.44704814,2554.37786961,9834.55113427,3099.99986317,2803.86309293,3050.86028269,5.20102218574,3.17899306321,7368.39869338,28.5263974576,36.4256687251,12.5663706144,211,3407,4146,10111,5,0,5,27459.2732337,4105.76284992,54232,5185
126,126,7070.61179503,575.856125551,9729.65651606,718.055070624,1552.58310794,657.006852572,3208.50626319,469.346365323,746.246703789,388.878709622,735.215073333,206.473247485,211.563652028,128.659141507,2473.29118986,435.934831599,534.683051761,286.54811825,1091.11960771,269.41475789,362.007097883,219.276427739,4.39312997841,2.36577364752,7298.33752119,19.1219235775,24.6648484676,12.5663706144,50,837,1227,2580,0,0,0,27714.3275731,2672.8399316,7071,576
208,208,4730.02019736,375.753430374,6072.78325851,512.319597747,1045.96147971,446.460223449,1999.23739263,332.602531235,470.807148436,267.817104487,490.490194703,149.435675798,127.607390346,86.2004303074,1508.74719793,295.548034236,343.19975809,206.356793945,708.282227155,185.131147104,193.693133849,123.939352324,3.20747422835,1.84688176059,6316.69186894,15.7848262432,19.52088751,12.5663706144,49,820,1230,2591,0,0,0,23694.8232307,2522.83020373,4729,376
244,244,10059.6882764,929.254203162,14342.9126799,1236.26735577,2962.10314381,1134.32627661,5038.2843229,844.03570651,1476.62699212,687.955815831,1269.86393087,366.625250327,437.535530003,256.16540406,3768.42039203,753.164549427,1039.09146212,513.052410652,1765.49648266,448.851855133,429.153824325,379.171915386,3.90539591908,2.38113801132,7273.57996984,17.1602131883,25.5147894899,12.5663706144,64,947,1511,3316,0,0,0,23071.9850358,2430.57372611,10059,930
173,173,39160.8993996,3651.095952,50067.5874717,5410.27034676,12457.5291142,4299.05998862,13285.6891955,3337.61691821,5105.4318104,2587.34202721,3894.82815045,1681.07316971,1469.27108552,1052.64480561,9390.86104503,2852.37755999,3636.16072488,2077.73048916,6949.37519417,2006.39271291,2701.14170876,2480.9227462,6.77558026844,3.85869362006,7213.96563126,36.4148737494,51.1651589233,12.5663706144,366,6415,13118,31632,7,1,11,25739.3766911,4215.84913392,39159,3635
194,194,40410.0227183,3788.30500924,48918.6209369,4748.26523626,4953.0312556,2900.64663132,9683.17797078,2347.11979966,1091.43470306,1149.6210624,2671.38829029,1287.01913874,448.476568746,640.471787461,7011.78968049,2050.82615217,642.958134313,733.937417003,4682.79697804,1733.111946,1222.10724523,731.41727228,2.47062322378,18.5674164707,19570.849235,15.4519845577,54.939646695,12.5663706144,466,7426,11944,49817,9,0,27,49305.9127474,7929.81242138,40410,3790
107,107,42331.0422327,3786.50921507,55467.5534745,4985.02922332,9783.77613133,3682.80866,15137.6131918,2710.59100307,4167.33949904,1936.2254533,4359.03533913,1444.13807769,1436.90237536,898.053386592,10778.5778527,2232.63590106,2730.43712368,1359.83793371,7304.37726444,1968.52943741,1998.54035733,2307.03927042,3.59008221575,7.75157413439,9062.2079078,17.4509174985,62.804841341,12.5663706144,306,10434,15611,48724,22,1,11,34498.6995213,4026.90037343,42329,3780
13,13,31101.788135,3423.77727825,40484.7920197,4827.20417752,11357.506118,4036.87138834,10550.7624991,2875.56662669,4369.08061374,2504.04803056,2661.47538503,1401.1158502,1150.23935176,1004.78891538,7889.2871141,2318.03586043,3218.84126198,1949.67909845,4960.65334204,1763.07905357,3100.04933868,2880.23863848,10.0295505694,5.93950928676,8142.93026271,48.6951982792,65.3671315911,12.5663706144,248,4181,6814,16613,8,3,6,22371.9696382,4321.79644065,31093,3417
16,16,47694.8001805,5078.49695242,64282.9360998,6862.69308398,19781.9561996,6581.35200502,19461.2050632,4144.91182624,7934.62300889,3911.24804319,4998.72942485,2067.92261005,2290.08430779,1677.97228489,14462.4756384,3635.24857167,5644.5387011,3069.09662808,9331.93857704,2841.48201984,4629.23338504,4176.53351796,9.43189448398,4.96500204105,7010.90165765,38.0881500672,49.1827387901,12.5663706144,178,2087,2293,5972,12,1,9,20519.2298598,3451.11427219,47689,5054
7,7,41491.834843,3462.87251283,53508.3262689,4506.64503991,6980.94776194,2686.23403593,13587.3431471,2372.32871715,3012.56196898,1423.03510754,3876.2421783,1349.66467131,1020.08951637,700.433918979,9711.10096884,2101.42659953,1992.47245261,1000.43273422,5994.6126711,1751.99819589,1673.64664691,1753.21882781,3.03902587462,3.98823589557,17901.3994746,18.7702643464,70.8378711755,12.5663706144,320,2895,3756,10670,7,0,4,59710.128756,9431.7951777,41486,3451
21,21,41296.19675,3491.12252506,50369.975334,4495.6584322,3897.95218621,2080.7205394,10414.3545393,2431.08630048,1376.36487333,1143.07359952,2967.05778266,1413.49010069,321.881200287,462.616142721,7447.29675666,2100.83220599,1054.48367305,911.7559502,5415.2605315,1887.98143059,1341.10708296,786.242118688,2.88094254382,2.11699559432,17035.7817537,9.93451607926,68.6261052352,12.5663706144,356,17024,25061,89817,8,5,18,56690.7899399,8935.62221148,41290,3482
28,28,65831.6748517,6054.96047121,81105.1122515,8009.26678936,14452.2934763,5616.55492821,17299.5062035,4293.01814908,4993.43783107,2935.48364972,6718.37187673,2682.27051339,1905.19137342,1482.77905819,10581.1343268,3417.3248801,3088.24645765,2037.40409112,9446.09623822,3278.34706735,2947.75432054,1982.47596833,3.77954959964,2.87872075678,17038.4122029,18.7769214285,58.2724397623,12.5663706144,364,13016,16347,53614,14,1,23,46411.7738521,7426.21696621,65831,6055
14,14,51034.2314587,4943.5922345,74151.8096566,7415.64501232,19843.4587091,6848.12919028,25861.431196,4610.68617791,9409.27505067,4305.04147786,6775.97625503,2381.32791396,2308.18717012,1563.13765962,19085.454941,4031.1539895,7101.08788055,3493.50891835,11224.5915716,3042.3166255,2371.98565871,3080.95803352,4.62549021594,3.2139944155,6775.67881303,27.6028681687,32.4824282828,12.5663706144,172,2321,3570,8303,12,0,5,22876.6751659,2799.65122692,51028,4939
17,17,29336.6757945,2668.58882492,42831.7857606,3854.2828118,11899.4974696,3758.83434164,14968.6915259,2400.94489504,5437.39883892,2221.18159125,3632.19880119,1282.44600046,1386.33584795,818.835459238,11336.4927247,2132.65479706,4051.06299097,1805.67958441,5908.28306915,1607.22682899,1149.445951,786.168698561,3.67215144829,2.35735138793,6273.70854858,11.6060393467,25.3178982115,12.5663706144,122,1382,2170,5672,7,0,1,23085.8397471,2893.8712931,29338,2663
25,25,42647.224214,3714.21555587,58945.3117355,5744.03498315,14441.6722403,5611.90291303,18388.228787,3954.72092119,6882.08087177,3453.73027294,5146.88296143,1997.37901934,1900.39932978,1354.07698872,13241.3458256,3225.31241113,4981.68154199,2649.99841331,7976.15743926,2232.50125932,1779.94610062,1870.35497035,4.37911954486,3.22741846415,7050.73814491,19.8566522213,30.5576372394,12.5663706144,187,4630,7844,20045,7,7,5,24967.8578174,3699.6882076,42636,3708
9,9,18749.8560256,2621.6473308,24948.3611295,3726.47160607,8479.59087218,2950.26203707,7008.60299141,2250.84290921,3155.61311465,1784.81291856,2101.66643519,1027.76989776,975.907606334,751.28583011,4906.93655621,1713.40470898,2179.70550831,1299.55100647,2814.06733439,1282.6678772,2086.04709771,839.231209853,9.2528992712,6.18697802371,6085.08208555,26.7262142836,56.4794124953,12.5663706144,137,1397,1681,5355,5,0,2,19031.2517409,3784.04624674,18745,2612
206,206,42781.9654367,3495.9151517,55525.2437393,5204.54486686,9776.00008392,3952.30417163,13747.946857,3232.5031785,4013.36819811,2296.76283808,4591.26015374,1784.87411935,1404.5797864,1006.84065728,9156.68670328,2512.04590698,2608.7884117,1657.38427661,5767.29302937,1931.9729,1716.06900388,1760.81407383,3.19614892178,2.33984077869,12141.942292,21.3704740334,52.3428300901,12.5663706144,276,3715,5136,12959,8,10,6,42953.8126445,5419.75233119,42776,3487
263,263,23231.1634827,2880.21584539,31516.925797,4116.1949017,11579.4683595,3816.50885616,8919.62733049,2433.62431467,4558.51615986,2294.27110308,2215.30047323,1075.80190851,1175.2425022,876.748206002,6704.32685727,2004.73135909,3383.27365767,1831.64732573,3494.70881498,1375.655337,2255.25430466,1445.58268092,8.4946699699,5.92435679912,7273.82723014,38.4704608917,64.6158132846,12.5663706144,98,753,1144,3189,4,4,2,18567.8311681,3629.42268464,23229,2873
51,51,36946.709869,4335.36179187,50261.0264118,6030.82650114,17257.8259725,5514.09232874,14683.6056575,3550.73562628,6723.55261643,3349.75364493,3485.11719009,1610.41015331,1739.51875108,1292.98741426,11198.4884674,2968.73532979,4984.03386535,2635.00311722,5804.70816303,2010.90270962,3534.83997352,2697.31345253,8.70308389283,5.6409103405,6632.72222952,44.5735535371,61.1164086588,12.5663706144,127,941,1097,3112,4,3,4,18492.5810892,3344.69548294,36946,4325
273,273,46247.3245743,4467.29807642,67450.4801697,6598.75328687,18220.5138817,6212.38617701,23666.7537543,4004.26828123,8486.20433142,3800.68959707,5975.87689807,2122.87903438,2108.21843901,1393.0343028,17690.8768563,3557.03227158,6377.9858924,3083.74988139,9905.62649682,2723.7460382,2249.70590668,2909.24224172,4.85327051463,3.09079040643,6520.67094599,28.0699318691,29.7678616501,12.5663706144,169,1859,2407,6092,12,0,4,22425.4247038,2742.86240964,46235,4464
